,AAA Organization Name,AAA Year Found,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,cytotalproffndrsngexpnsamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,Future Project,2017,"BETTER FUTURE PROJECT WORKS TO BUILD A POWERFUL GRASSROOTS MOVEMENT TO ADDRESS THE CLIMATE CRISIS AND ADVANCE A RAPID AND RESPONSIBLE TRANSITION BEYOND FOSSIL FUELS. WE EDUCATE THE PUBLIC ABOUT CLIMATE CHANGE, EMPOWER NEW LEADERS, AND HELP CITIZENS TO MAKE THEIR VOICES HEARD.",10,10,15,702,0,475549,747705,0,0,228,2014,1105,477563,749038,0,0,0,222532,344056,0,56744,137217,90343,359749,434399,117814,314639,117814,444044,0,11591,117814,432453
0,Future Project,2016,"The Future Project's mission is to inspire young people to begin building the life and world of their dreams, and never stop. We focus on those students who would not otherwise have the opportunity or support to realize their greatness and share it with the world.",10,7,66,100,0,2383597,7625244,0,HEADERFILL-NULL,0,HEADERFILL-NULL,4267,2383597,7629511,HEADERFILL-NULL,0,0,1943698,4284486,0,636376,596613,2570922,2540311,6855408,-156714,774103,174667,1436788,72793,536673,101874,900115
0,Future Project,2015,"The Future Project's mission is to empower young people, especially those at risk of not realizing their infinite possibility, to build the life and world of their dreams.",10,7,34,100,0,1096976,2383597,0,8,0,HEADERFILL-NULL,0,1096984,2383597,HEADERFILL-NULL,0,0,587498,1943698,0,109546,244270,596613,831768,2540311,265216,-156714,318641,174667,60053,72793,258588,101874
0,Future Project,2015,"The Future Project's mission is to empower young people, especially those at risk of not realizing their infinite possibility, to build the life and world of their dreams.",10,7,34,100,0,1096976,2383597,0,8,0,HEADERFILL-NULL,0,1096984,2383597,HEADERFILL-NULL,0,0,587498,1943698,0,109546,244270,596613,831768,2540311,265216,-156714,318641,174667,60053,72793,258588,101874
0,Growing Together,2018,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,19206,11667
0,Growing Together,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,18098,19206
0,Growing Together,2016,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,2358,18098
0,Growing Together,2015,CRECIENDO UNIDOS UNIFIES AND STRENGTHENS FAMILIES TO CREATE HEALTHIER COMMUNITIES WHERE INDIVIDUALS GIVE BACK AND BECOME LEADERS OF CHANGE.,10,8,11,300,0,481280,489575,23370,19,51,0,13439,491367,526435,0,0,0,253205,234037,8905,12907,255188,278616,508593,521558,-17226,4877,237811,248034,18776,24122,219035,223912
0,Healthy Babies Project,2017,Provides care and other services to high risk and low-income pregnant women.,5,4,0,HEADERFILL-NULL,0,416385,700898,0,HEADERFILL-NULL,0,6708,1797,423093,702695,HEADERFILL-NULL,0,0,293355,384860,0,0,122208,147350,415563,532210,7530,170485,165911,223278,78290,29822,87621,193456
0,Healthy Babies Project,2015,Provides care and other services to high risk and low-income pregnant women.,10,9,12,HEADERFILL-NULL,0,247069,416385,0,HEADERFILL-NULL,0,435,6708,247504,423093,HEADERFILL-NULL,0,0,197685,293355,0,0,109495,122208,307180,415563,-59676,7530,99360,165911,46336,78290,53024,87621
0,High Tea Society,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,4513,5142
0,High Tea Society,2016,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,-426,8870
0,High Tea Society,2015,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,6527,-426
0,Higher Achievement,2017,"PROVIDE AFTER SCHOOL AND SUMMER ACADEMIC ENRICHMENT IN UNDERSERVED AREAS OF DC, VA, PA & MD.",16,16,292,500,0,8735237,10979904,0,299,143,53580,134107,8789116,11114154,0,0,0,4972071,6480636,0,851094,2621500,3593057,7593571,10073693,1195545,1040461,8198373,9254723,1936878,1956859,6261495,7297864
0,Higher Achievement,2016,"PROVIDE OUT OF SCHOOL TIME EDUCATION FOR 5TH THROUGH 8TH GRADERS, TO PUT STUDENTS ON TRACK TO COLLEGE SUCCESS IN FOUR CITIES: DC, BALTIMORE, RICHMOND, AND PITTSBURGH.",15,15,292,1000,-33851,6643567,8735237,0,-9558,299,85562,53580,6719571,8789116,0,0,0,3876300,4972071,0,639074,1695348,2621500,5571648,7593571,1147923,1195545,6904164,8198373,1838131,1936878,5066033,6261495
0,Higher Achievement,2015,PROVIDE OUT OF SCHOOL TIME EDUCATION FOR 5TH THROUGH 8TH GRADERS,14,14,201,906,5526,5726385,6643567,0,239,-9558,113318,85562,5839942,6719571,1074,0,0,3780613,3876300,0,429702,1624702,1695348,5406389,5571648,433553,1147923,5332677,6904164,1414567,1838131,3918110,5066033
0,Hillside Work Scholarship Connection,2018,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,7,6,281,9,0,8025796,7116574,9998732,0,0,1300,0,16478210,17115306,0,0,0,10407233,11000767,0,0,6433778,6547610,16841011,17548377,-362801,-433071,11982553,13553489,807100,2706207,11175453,10847282
0,Hillside Work Scholarship Connection,2017,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,284,15,0,5887855,8025796,8451114,0,0,1400,1300,14948024,16478210,0,0,0,9104828,10407233,0,0,5784202,6433778,14889030,16841011,58994,-362801,14003740,11982553,981525,807100,13022215,11175453
0,Hillside Work Scholarship Connection,2016,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,265,7,0,6194710,5887855,9058769,0,0,1500,1400,13659949,14948024,0,0,0,7775908,9104828,0,0,5063558,5784202,12839466,14889030,820483,58994,12865376,14003740,808601,981525,12056775,13022215
0,Hillside Work Scholarship Connection,2015,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,222,7,0,4948193,6194710,7463739,3509,0,1000,1500,12023791,13659949,0,0,0,7318192,7775908,0,0,5006399,5063558,12324591,12839466,-300800,820483,12924078,12865376,1389455,808601,11534623,12056775
0,Horizons Greater Washington,2017,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",18,18,100,75,0,786438,838358,8029,41751,36037,-37506,-13106,810947,869318,0,0,0,641855,644285,0,64577,163547,195472,805402,839757,5545,29561,477309,506590,280,0,477029,506590
0,Horizons Greater Washington,2016,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",17,17,101,50,0,755264,786438,20264,2240,41751,-32527,-37506,763137,810947,0,0,0,523505,641855,0,103830,213775,163547,737280,805402,25857,5545,475504,477309,4020,280,471484,477029
0,Horizons Greater Washington,2015,"HORIZONS GREATER WASHINGTON DEVELOPS PUBLIC PRIVATE PARTNERSHIPS BETWEEN INDEPENDENT AND PUBLIC SCHOOL COMMUNITIES TO PROVIDE ACADEMIC, CULTURAL, AND RECREATIONAL PROGRAMS DESIGNED TO EMPOWER ECONOMICALLY DISADVANTAGED STUDENTS TO REALIZE THEIR FULL POTENTIAL.HORIZONS IS COMMITTED TO THE DEVELOPMENT OF THE WHOLE CHILD BY PROVIDING EXPERIENCES THAT BUILD PROBLEM-SOLVING SKILLS, FOSTER AWARENESS OF COMMUNITY RESPONSIBILTY, INSTILL RESPECT FOR ONESELF AND OTHERS, AND ENCOURAGE A LIFE-LONG INTEREST IN LEARNING.",14,14,102,140,0,689759,755264,38160,1637,2240,-18495,-32527,676401,763137,0,0,0,434716,523505,0,74751,147295,213775,582011,737280,94390,25857,466537,475504,20910,4020,445627,471484
0,Howard University,2017,SUPPORT OF MEDICAL SCHOOL,15,15,2,15,0,310507,888002,85006,102982,120851,-2223,31748,946240,1125607,121250,136000,0,172913,173057,0,36452,382340,359684,676503,668741,269737,456866,3749691,4250606,24660,29628,3725031,4220978
0,Howard University,2016,SUPPORT OF MEDICAL SCHOOL,15,15,2,15,0,214057,310507,534974,67224,102982,19739,-2223,744557,946240,113600,121250,0,163650,172913,0,0,393112,382340,670362,676503,74195,269737,3596629,3749691,60038,24660,3536591,3725031
0,Howard University,2015,SUPPORT OF MEDICAL SCHOOL,15,15,3,17,0,498621,214057,443537,452211,67224,12659,19739,1059826,744557,109400,113600,0,181218,163650,0,34222,320394,393112,611012,670362,448814,74195,3264748,3596629,27282,60038,3237466,3536591
0,Hung Tao Choy Mei Leadership Institute,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,-11204,-8852
0,Joy of Motion Dance Center,2017,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,12,12,38,80,0,345633,281596,2579985,1596,1527,4767,6462,2619214,2869570,41697,62762,0,815783,896372,0,120520,1919693,1876481,2777173,2835615,-157959,33955,716033,881457,578532,710001,137501,171456
0,Joy of Motion Dance Center,2016,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,8,8,28,8,0,336318,345633,2267218,1971,1596,21994,4767,2544404,2619214,45380,41697,0,761982,815783,0,88055,1759708,1919693,2567070,2777173,-22666,-157959,693546,716033,398086,578532,295460,137501
0,Joy of Motion Dance Center,2015,JOY OF MOTION DANCE CENTER (JOMDC) AIMS TO PROVIDE THE HIGHEST QUALITY DANCE EDUCATION AND PERFORMANCE EXPERIENCES THAT REINFORCE THE PRINCIPLE THAT THE ART OF DANCE IS FOR EVERYONE. JOY OF MOTION DANCE CENTER TEACHES AND ENCOURAGES PEOPLE OF ALL AGES TO INTEGRATE DANCE INTO THEIR LIVES FOR BETTER INDIVIDUAL AND COMMUNITY HEALTH AND WELL-BEING.,8,8,23,0,0,346910,336318,2184121,1704,1971,975,21994,2524848,2544404,19781,45380,0,713302,761982,0,83740,1675202,1759708,2408285,2567070,116563,-22666,762345,693546,444219,398086,318126,295460
0,Just Keep Livin,2017,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,3055894,3516140,234,0,HEADERFILL-NULL,HEADERFILL-NULL
0,Just Keep Livin,2016,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,1793342,3055894,HEADERFILL-NULL,234,HEADERFILL-NULL,HEADERFILL-NULL
0,KSS,2018,"TO BUILD A SUSTAINABLE, GEOGRAPHICALLY DISTRIBUTED DARK ARCHIVE WITH WHICH TO ENSURE THE LONG-TERM SURVIVAL OF WEB-BASED SCHOLARLY PUBLICATIONS FOR THE BENEFIT OF THE GREATER GLOBAL RESEARCH COMMUNITY.",22,22,0,HEADERFILL-NULL,0,1012800,1059013,575021,12541,11035,HEADERFILL-NULL,0,1259927,1645069,HEADERFILL-NULL,0,0,157644,0,0,2994,917179,1418755,1074823,1418755,185104,226314,729893,762700,270387,85516,459506,677184
0,KSS,2015,"THE ASSOCIATION IS COMMITTED TO THE PROMOTION OF PUBLIC HEALTH, PHYSICAL FITNESS, AND THE WELL-BEING OF THE PEOPLE OF THE UNITED STATES ORGANIZING, (SEE SCHEDULE O)",14,14,7,15,2480,15980,8045,407700,13336,16779,5767,3372,570706,435896,0,0,0,228232,233752,0,0,385940,261294,614172,495046,-43466,-59150,1189862,1131795,102784,111164,1087078,1020631
0,Latin American Youth Center ,2018,"YOUTHBUILD PCS OPERATES AS PART OF THE DISTRICT OF COLUMBIA'S PUBLIC SCHOOL SYSTEM, FOCUSING EXCLUSIVELY ON DISCONNECTED YOUTH - YOUNG MEN AND WOMEN BETWEEN THE AGES OF 16-24 WHO ARE NEITHER EMPLOYED NOR ENROLLED IN AN ACADEMIC INSTITUTION. THROUGH ITS PROGRAMS, YOUTHBUILD PCS SEEKS TO TRANSFORM THE LIVES OF DISCONNECTED YOUTH BY OFFERING A PROGRAM, IN ENGLISH AND SPANISH, THAT COMBINES RIGOROUS ACADEMIC INSTRUCTION WITH VOCATIONAL TRAINING, LIFE AND EMPLOYABILITY SKILLS-BUILDING, AND COMMUNITY SERVICE. ONE OF FEW ALTERNATIVE SCHOOLS IN THE DISTRICT, YOUTHBUILD PCS' PROGRAM IS DESIGNED TO PROVIDE STUDENTS WITH OPPORTUNITIES TO SUCCEED, INCLUDING ACCESS TO POST-SECONDARY EDUCATION AND EMPLOYMENT. STUDENTS PARTICIPATE IN A COMPREHENSIVE ACADEMIC PROGRAM IN A NON-TRADITIONAL LEARNING ENVIRONMENT WHILE CONTRIBUTING TO THEIR COMMUNITY THROUGH DEVELOPMENT OF HOUSING FOR LOW-INCOME RESIDENTS OF THE DISTRICT OF COLUMBIA. SMALL BY DESIGN, YOUTHBUILD PCS' NURTURING LEARNING COMMUNITY UTILIZES IN",9,9,28,9,0,656277,764844,2285919,24528,1128,HEADERFILL-NULL,0,3014091,3051891,500,0,0,1522131,1331468,0,6266,1704530,1447321,3227161,2778789,-213070,273102,483300,685308,80523,63696,402777,621612
0,Latin American Youth Center ,2017,"YOUTHBUILD PCS OPERATES AS PART OF THE DISTRICT OF COLUMBIA'S PUBLIC SCHOOL SYSTEM, FOCUSING EXCLUSIVELY ON DISCONNECTED YOUTH - YOUNG MEN AND WOMEN BETWEEN THE AGES OF 16-24 WHO ARE NEITHER EMPLOYED NOR ENROLLED IN AN ACADEMIC INSTITUTION. THROUGH ITS PROGRAMS, YOUTHBUILD PCS SEEKS TO TRANSFORM THE LIVES OF DISCONNECTED YOUTH BY OFFERING A PROGRAM, IN ENGLISH AND SPANISH, THAT COMBINES RIGOROUS ACADEMIC INSTRUCTION WITH VOCATIONAL TRAINING, LIFE AND EMPLOYABILITY SKILLS-BUILDING, AND COMMUNITY SERVICE. ONE OF FEW ALTERNATIVE SCHOOLS IN THE DISTRICT, YOUTHBUILD PCS' PROGRAM IS DESIGNED TO PROVIDE STUDENTS WITH OPPORTUNITIES TO SUCCEED, INCLUDING ACCESS TO POST-SECONDARY EDUCATION AND EMPLOYMENT. STUDENTS PARTICIPATE IN A COMPREHENSIVE ACADEMIC PROGRAM IN A NON-TRADITIONAL LEARNING ENVIRONMENT WHILE CONTRIBUTING TO THEIR COMMUNITY THROUGH DEVELOPMENT OF HOUSING FOR LOW-INCOME RESIDENTS OF THE DISTRICT OF COLUMBIA. SMALL BY DESIGN, YOUTHBUILD PCS' NURTURING LEARNING COMMUNITY UTILIZES IN",7,7,32,7,0,659281,656277,2333286,21230,24528,HEADERFILL-NULL,0,2772670,3014091,HEADERFILL-NULL,500,0,1613895,1522131,0,17887,1266319,1704530,2880214,3227161,-107544,-213070,807369,483300,172925,80523,634444,402777
0,Latin American Youth Center ,2016,"THE VISION OF THE SCHOOL IS TO TRANSFORM THE LIVES OF OUT-OF-SCHOOL YOUTH IN THE DISTRICT OF COLUMBIA BY OFFERING A BILINGUAL EDUCATIONAL OPTION THAT COMBINES AN ACADEMIC PROGRAM WITH VOCATIONAL TRAINING, EMPLOYABILITY SKILL-BUILDING, AND COMMUNITY SERVICE - A PROGRAM DESIGNED TO PREPARE YOUNG PEOPLE FOR COLLEGE OR THE WORKPLACE WHILE THEY WORK TO CREATE HOUSING FOR THE CITY'S LOW-INCOME RESIDENTS.",7,7,33,7,0,745010,659281,2092159,25351,21230,0,0,2592162,2772670,0,0,0,1744403,1613895,0,26408,1120277,1266319,2864680,2880214,-272518,-107544,848772,807369,94024,172925,754748,634444
0,Latino Student Fund,2017,"THE LATINO STUDENT FUND (LSF) IS A NON-PROFIT ORGANIZATION FOUNDED IN 1994 IN WASHINGTON, D.C. WITH A MISSION TO PROVIDE OPPORTUNITIES FOR A STRONG ACADEMIC FOUNDATION FOR UNDERSERVED PREK-12TH GRADE STUDENTS OF HISPANIC DESCENT AND TO PROMOTE HIGHER EDUCATION AND PROFESSIONAL LEADERSHIP.",14,14,9,296,0,558286,502646,32507,485,681,8145,25259,566916,561093,78500,62500,0,291222,350294,0,70073,213177,202212,582899,615006,-15983,-53913,349965,276101,23987,34180,325978,241921
0,Latino Student Fund,2016,The mission of the Latino Student Fund (LSF) is to provide opportunities for a strong academic foundation for underserved PreK-12th grade students of Hispanic descent and to promote higher education and professional leadership.,13,13,6,HEADERFILL-NULL,0,477506,558286,0,1164,485,32067,8145,510737,566916,96500,78500,0,247673,291222,0,76570,160012,213177,504185,582899,6552,-15983,350616,349965,9507,23987,341109,325978
0,Latino Student Fund,2015,The mission of the Latino Student Fund (LSF) is to provide opportunities for a strong academic foundation for underserved PreK-12th grade students of Hispanic descent and to promote higher education and professional leadership.,10,10,4,HEADERFILL-NULL,0,393940,477506,0,1162,1164,49945,32067,445047,510737,92000,96500,0,215586,247673,0,55775,153407,160012,463364,504185,-18317,6552,371408,350616,3851,9507,367557,341109
0,Learning Tree,2018,THE PROGRAM ALLOWS FOR STRUCTURED LEARNING ENVIRONMENT WHILE UTILIZING A SPIRITUAL CURRICULUM WITH THE CHILDREN UNDER ITS CARE.,5,0,12,HEADERFILL-NULL,0,37252,42959,294831,97,90,HEADERFILL-NULL,0,264467,337880,HEADERFILL-NULL,0,0,125857,140555,0,0,146713,137177,272570,277732,-8103,60148,557464,617612,HEADERFILL-NULL,0,557464,617612
0,Learning Tree,2018,THE PROGRAM ALLOWS FOR STRUCTURED LEARNING ENVIRONMENT WHILE UTILIZING A SPIRITUAL CURRICULUM WITH THE CHILDREN UNDER ITS CARE.,5,0,12,HEADERFILL-NULL,0,37252,42959,294831,97,90,HEADERFILL-NULL,0,264467,337880,HEADERFILL-NULL,0,0,125857,140555,0,0,146713,137177,272570,277732,-8103,60148,557464,617612,HEADERFILL-NULL,0,557464,617612
0,Learning Tree,2017,THE SCHOOL PROVIDES FULL LEARNING PROGRAM TO PREPARE PRE-SCHOOL CHILDREN FOR KINDERGARTEN,5,1,12,2,0,300,0,99189,HEADERFILL-NULL,0,10493,5606,128699,104795,HEADERFILL-NULL,0,0,71958,69445,0,0,48068,32106,120026,101551,8673,3244,90869,93740,1809,1436,89060,92304
0,Learning Tree,2017,THE SCHOOL PROVIDES FULL LEARNING PROGRAM TO PREPARE PRE-SCHOOL CHILDREN FOR KINDERGARTEN,5,1,12,2,0,300,0,99189,HEADERFILL-NULL,0,10493,5606,128699,104795,HEADERFILL-NULL,0,0,71958,69445,0,0,48068,32106,120026,101551,8673,3244,90869,93740,1809,1436,89060,92304
0,Learning Tree,2016,THE PROGRAM ALLOWS FOR STRUCTURED LEARNING ENVIRONMENT WHILE UTILIZING A SPIRITUAL CURRICULUM WITH THE CHILDREN UNDER ITS CARE.,0,0,7,HEADERFILL-NULL,0,HEADERFILL-NULL,20000,227294,3,64,HEADERFILL-NULL,0,153707,247358,HEADERFILL-NULL,0,0,119323,136941,0,0,151440,151485,270763,288426,-117056,-41068,615847,567501,9212,1934,606635,565567
